Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037013000,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,14.50,8.50,21.70,,,1938,"(36.1836001359, -86.8846679987)",HLTHOUT,TEETHLOST,4752006,47037013000,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037013201,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,14.30,8.90,20.10,,,2936,"(36.1514089398, -86.8836263472)",HLTHOUT,TEETHLOST,4752006,47037013201,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157002500,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,22.10,18.10,26.20,,,2877,"(35.150699683, -90.0159941929)",HLTHOUT,TEETHLOST,4748000,47157002500,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157000800,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,46.40,36.10,55.90,,,2684,"(35.1781691415, -89.9729093219)",HLTHOUT,TEETHLOST,4748000,47157000800,Teeth Loss
2016,TN,Tennessee,Murfreesboro,City,BRFSS,Health Outcomes,4751560,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,15.20,13.90,16.70,,,108755,"(35.850778195, -86.408628238)",HLTHOUT,TEETHLOST,4751560,,Teeth Loss
2016,TN,Tennessee,Murfreesboro,Census Tract,BRFSS,Health Outcomes,4751560-47149040808,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,10.60,7.20,14.80,,,2200,"(35.8402412113, -86.4918636343)",HLTHOUT,TEETHLOST,4751560,47149040808,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037015625,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,13.90,8.70,20.00,,,4906,"(36.1267253014, -86.634377235)",HLTHOUT,TEETHLOST,4752006,47037015625,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157000200,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,40.00,31.20,50.30,,,1033,"(35.1682575302, -90.0429048978)",HLTHOUT,TEETHLOST,4748000,47157000200,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093003000,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,18.00,12.20,24.90,,,4579,"(36.0191641567, -83.9016419717)",HLTHOUT,TEETHLOST,4740000,47093003000,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157006600,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,15.70,11.30,20.50,,,2286,"(35.1198595159, -89.9845836583)",HLTHOUT,TEETHLOST,4748000,47157006600,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157022130,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,21.50,15.40,29.00,,,5920,"(35.0007625499, -90.0116428254)",HLTHOUT,TEETHLOST,4748000,47157022130,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157006400,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,26.10,17.70,35.30,,,1585,"(35.1125835227, -89.9984242923)",HLTHOUT,TEETHLOST,4748000,47157006400,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157001200,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,28.90,21.30,37.30,,,3733,"(35.155726388, -89.9357488258)",HLTHOUT,TEETHLOST,4748000,47157001200,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093005603,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,13.20,8.10,20.10,,,439,"(35.91287871, -83.8629611522)",HLTHOUT,TEETHLOST,4740000,47093005603,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157008700,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,22.50,14.00,31.50,,,4768,"(35.1554411054, -89.9167543506)",HLTHOUT,TEETHLOST,4748000,47157008700,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037016100,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,21.50,17.10,26.70,,,2047,"(36.1363692187, -86.7683698189)",HLTHOUT,TEETHLOST,4752006,47037016100,Teeth Loss
2016,TN,Tennessee,Murfreesboro,Census Tract,BRFSS,Health Outcomes,4751560-47149041402,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,19.80,14.40,26.20,,,6514,"(35.8660767953, -86.3721208431)",HLTHOUT,TEETHLOST,4751560,47149041402,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157011400,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,41.60,33.10,50.20,,,5954,"(35.136540808, -90.0455635784)",HLTHOUT,TEETHLOST,4748000,47157011400,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093002300,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,20.20,12.60,28.90,,,3252,"(35.9384548313, -83.8957664752)",HLTHOUT,TEETHLOST,4740000,47093002300,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037015200,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,16.80,9.90,24.90,,,2578,"(36.1728286331, -86.6903581821)",HLTHOUT,TEETHLOST,4752006,47037015200,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037018500,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,5.70,3.30,10.70,,,2416,"(36.0931627912, -86.8736555705)",HLTHOUT,TEETHLOST,4752006,47037018500,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157011600,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,42.50,33.70,51.60,,,2743,"(35.120541441, -90.0397678788)",HLTHOUT,TEETHLOST,4748000,47157011600,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157008110,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,33.30,24.00,42.40,,,2725,"(35.0838874997, -89.979099925)",HLTHOUT,TEETHLOST,4748000,47157008110,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157022210,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,29.30,20.90,38.60,,,4615,"(35.0369823853, -90.1163042443)",HLTHOUT,TEETHLOST,4748000,47157022210,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157021312,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,7.60,4.50,12.30,,,2071,"(35.1089780733, -89.8377386033)",HLTHOUT,TEETHLOST,4748000,47157021312,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037010105,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,15.10,10.10,21.10,,,4268,"(36.2488660642, -86.8538782901)",HLTHOUT,TEETHLOST,4752006,47037010105,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157021136,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,7.70,4.90,11.90,,,3538,"(35.1667465068, -89.7719744811)",HLTHOUT,TEETHLOST,4748000,47157021136,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157003200,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,15.30,10.30,22.00,,,3856,"(35.1370960067, -89.9969196111)",HLTHOUT,TEETHLOST,4748000,47157003200,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093004000,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,16.20,9.60,24.30,,,4313,"(36.0123147591, -83.959901727)",HLTHOUT,TEETHLOST,4740000,47093004000,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037015401,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,12.30,9.20,16.10,,,5642,"(36.2269478533, -86.6077806723)",HLTHOUT,TEETHLOST,4752006,47037015401,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093006104,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,14.80,7.90,23.50,,,81,"(36.020900967, -84.0087186256)",HLTHOUT,TEETHLOST,4740000,47093006104,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093005706,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,14,"(35.909376459, -84.1008240742)",HLTHOUT,TEETHLOST,4740000,47093005706,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037019200,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,16.60,10.60,24.10,,,3497,"(36.1711531762, -86.752019091)",HLTHOUT,TEETHLOST,4752006,47037019200,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093004609,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,25,"(35.9325583218, -84.0815766195)",HLTHOUT,TEETHLOST,4740000,47093004609,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157021113,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,14.10,10.10,18.40,,,3877,"(35.1981528237, -89.8005128119)",HLTHOUT,TEETHLOST,4748000,47157021113,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037016500,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,16.40,11.50,22.30,,,4478,"(36.1457801977, -86.8050873817)",HLTHOUT,TEETHLOST,4752006,47037016500,Teeth Loss
2016,TN,Tennessee,Murfreesboro,Census Tract,BRFSS,Health Outcomes,4751560-47149041800,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,26.50,20.80,32.00,,,4364,"(35.8307977424, -86.4073661972)",HLTHOUT,TEETHLOST,4751560,47149041800,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093001900,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,32.40,25.50,39.60,,,1594,"(35.9961548995, -83.8869124561)",HLTHOUT,TEETHLOST,4740000,47093001900,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037010903,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,28.90,21.50,36.50,,,4810,"(36.2493399768, -86.7638027805)",HLTHOUT,TEETHLOST,4752006,47037010903,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157011010,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,28.90,21.60,36.10,,,4116,"(35.0368217543, -89.9594299087)",HLTHOUT,TEETHLOST,4748000,47157011010,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037018904,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,20.40,12.80,28.90,,,3844,"(36.0657786763, -86.7267065082)",HLTHOUT,TEETHLOST,4752006,47037018904,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157009902,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,30.10,22.80,37.40,,,2851,"(35.2041141278, -90.0395284402)",HLTHOUT,TEETHLOST,4748000,47157009902,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157021751,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,10,"(35.0185510143, -89.8294368675)",HLTHOUT,TEETHLOST,4748000,47157021751,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157002000,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,38.30,26.40,49.30,,,1969,"(35.1609440412, -90.0330231229)",HLTHOUT,TEETHLOST,4748000,47157002000,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093001400,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,39.00,30.10,48.10,,,2761,"(35.9781551338, -83.9467368274)",HLTHOUT,TEETHLOST,4740000,47093001400,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093005100,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,10.90,5.90,17.30,,,2015,"(36.0531833767, -83.9156905519)",HLTHOUT,TEETHLOST,4740000,47093005100,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037015620,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,17.90,13.20,23.00,,,7033,"(36.0696879457, -86.6150485034)",HLTHOUT,TEETHLOST,4752006,47037015620,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157010000,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,30.00,23.50,37.00,,,7653,"(35.2352389409, -89.9939030223)",HLTHOUT,TEETHLOST,4748000,47157010000,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093004404,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,8.90,4.60,17.60,,,3527,"(35.925980537, -84.0154100534)",HLTHOUT,TEETHLOST,4740000,47093004404,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093003400,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,12.70,7.50,19.70,,,3594,"(35.9247840648, -83.884173964)",HLTHOUT,TEETHLOST,4740000,47093003400,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157001600,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,10.20,7.90,12.50,,,3158,"(35.1513601405, -89.989834221)",HLTHOUT,TEETHLOST,4748000,47157001600,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157007822,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,34.70,25.60,43.40,,,1681,"(35.0793525972, -90.0273275459)",HLTHOUT,TEETHLOST,4748000,47157007822,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157020651,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,18.40,13.20,24.20,,,2556,"(35.2143816732, -89.8887650384)",HLTHOUT,TEETHLOST,4748000,47157020651,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037019118,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,15.50,10.60,21.50,,,4780,"(36.0383226992, -86.6692426787)",HLTHOUT,TEETHLOST,4752006,47037019118,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037018201,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,6.30,3.60,11.30,,,2958,"(36.1153457153, -86.8913814952)",HLTHOUT,TEETHLOST,4752006,47037018201,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037017500,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,23.70,15.10,32.60,,,2951,"(36.1012139547, -86.7435789922)",HLTHOUT,TEETHLOST,4752006,47037017500,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157010720,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,28.80,22.50,36.00,,,3206,"(35.0685599814, -89.8807294003)",HLTHOUT,TEETHLOST,4748000,47157010720,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157021741,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,24.10,18.50,30.90,,,7888,"(35.027670611, -89.8616102801)",HLTHOUT,TEETHLOST,4748000,47157021741,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157009500,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,9.00,6.00,13.20,,,6346,"(35.0954974193, -89.8848429446)",HLTHOUT,TEETHLOST,4748000,47157009500,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093004608,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,11.90,7.60,17.30,,,2786,"(35.9722178699, -84.0253554841)",HLTHOUT,TEETHLOST,4740000,47093004608,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157020512,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,28.00,21.90,34.90,,,5837,"(35.2060514271, -89.9419491138)",HLTHOUT,TEETHLOST,4748000,47157020512,Teeth Loss
2016,TN,Tennessee,Memphis,City,BRFSS,Health Outcomes,4748000,All teeth lost among adults aged >=65 Years,%,AgeAdjPrv,Age-adjusted prevalence,23.10,22.50,23.70,,,646889,"(35.1046295042, -89.978906085)",HLTHOUT,TEETHLOST,4748000,,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037017901,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,5.90,3.90,9.60,,,4455,"(36.1082517917, -86.8268057504)",HLTHOUT,TEETHLOST,4752006,47037017901,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093005401,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,13.90,3.30,31.40,,,83,"(35.9807423696, -83.8233229706)",HLTHOUT,TEETHLOST,4740000,47093005401,Teeth Loss
2016,TN,Tennessee,Murfreesboro,Census Tract,BRFSS,Health Outcomes,4751560-47149042300,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,12.30,8.20,17.60,,,2726,"(35.8978738269, -86.4703554479)",HLTHOUT,TEETHLOST,4751560,47149042300,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157021724,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,19.00,14.20,24.90,,,2312,"(35.05477243, -89.8349820514)",HLTHOUT,TEETHLOST,4748000,47157021724,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037017402,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,18.60,11.50,27.80,,,5907,"(36.1006385723, -86.7268837685)",HLTHOUT,TEETHLOST,4752006,47037017402,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093001800,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,14.50,9.10,21.40,,,2291,"(36.0023323351, -83.8990388621)",HLTHOUT,TEETHLOST,4740000,47093001800,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157021140,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,10.90,7.40,15.40,,,3538,"(35.1231635222, -89.7877339183)",HLTHOUT,TEETHLOST,4748000,47157021140,Teeth Loss
2016,TN,Tennessee,Knoxville,Census Tract,BRFSS,Health Outcomes,4740000-47093003801,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,16.10,9.40,25.30,,,4268,"(35.9530901605, -83.994390562)",HLTHOUT,TEETHLOST,4740000,47093003801,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157003600,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,27.50,20.10,35.00,,,2039,"(35.1388721589, -90.0171874264)",HLTHOUT,TEETHLOST,4748000,47157003600,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037010801,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,16.50,11.40,22.50,,,5363,"(36.2758406196, -86.7227516725)",HLTHOUT,TEETHLOST,4752006,47037010801,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037015613,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,23.10,19.20,27.30,,,6223,"(36.0886699253, -86.6809974727)",HLTHOUT,TEETHLOST,4752006,47037015613,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037018803,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,6.10,3.70,9.80,,,3149,"(36.042374025, -86.7688478485)",HLTHOUT,TEETHLOST,4752006,47037018803,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037013900,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,38.30,28.10,49.20,,,1646,"(36.1757150934, -86.8056204212)",HLTHOUT,TEETHLOST,4752006,47037013900,Teeth Loss
2016,TN,Tennessee,Memphis,Census Tract,BRFSS,Health Outcomes,4748000-47157020531,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,20.20,14.50,26.60,,,1719,"(35.2540036572, -89.9259465115)",HLTHOUT,TEETHLOST,4748000,47157020531,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037010601,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,16.00,10.70,22.50,,,5007,"(36.2230900506, -86.6632138216)",HLTHOUT,TEETHLOST,4752006,47037010601,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037011800,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,31.60,20.90,42.90,,,2673,"(36.1860223442, -86.7643746828)",HLTHOUT,TEETHLOST,4752006,47037011800,Teeth Loss
2016,TN,Tennessee,Nashville,Census Tract,BRFSS,Health Outcomes,4752006-47037017000,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,12.50,8.80,17.30,,,3865,"(36.1286948607, -86.7851320823)",HLTHOUT,TEETHLOST,4752006,47037017000,Teeth Loss
2016,TN,Tennessee,Nashville,City,BRFSS,Health Outcomes,4752006,All teeth lost among adults aged >=65 Years,%,AgeAdjPrv,Age-adjusted prevalence,16.00,15.40,16.60,,,601222,"(36.1712229904, -86.7845944773)",HLTHOUT,TEETHLOST,4752006,,Teeth Loss
2016,TN,Tennessee,Murfreesboro,Census Tract,BRFSS,Health Outcomes,4751560-47149041302,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,10.70,5.90,17.20,,,5707,"(35.8824663402, -86.4031050773)",HLTHOUT,TEETHLOST,4751560,47149041302,Teeth Loss
